,text
1241,روحي نحي هذيك المشطه يلي علىالعام مديرتها
262,راكي حالة تقولي بالي حنا كافريين
2018,يا خي مهرجهة
2457,هدي واش حاسبة روحها
1792,التعميم من العمى اذا مررتي بتجربة صعبة ليس من حقك اصدار الاحكام العامة هذا من جهة ومن جهة اخرى اولى بك ان تتوجهي لاصلاح نفسك وفق كتاب الله بالتوبة وكف الاذى استعدادا للقاء الله فانت لا تدرين متى يكون والموت لا يضرب موعدا مع احد ربي يهديك ويكفيك شر نفسك
1578,الوقاحة في ابشع صورها
1401,المهم انا نكرهم على التكبر تاعك وتحبي طيحي٢بالناس وبزملايك غير باش تباني زعما خشينة مقبل مخرج الفيديو وكي زاد خرج زدت كرهتك كثر خصوك دراهم ضرك راكي تتسيتسي باه تولي تخدمي
2112,3 97
637,عندها الحق علاه تسبوها
2048,وريتها ولد خويا ولا يبكي راكي تخوفي
1071,نلقاو لك تهكير مناسب
962,اذي رجعت تمثل اي حاجة فيها مونيا بن فغول نقطهعا من ضرك
1392,سعات مليح واحد كي يغلط والاحسن كي يعتدر انا راني نشوف مونيا بنت اخرى كلي تبدلت توازن كبير في الكلام الخفة راحت تبالي تعلمت الكثير وراح تنجح في مجال التمثيل بالتوفيق ان شاء لله
702,لحم رخيس حلبات براني
2415,مكبوتة خانزة راح تاكل رغيس فالمسلسل
789,عندك حق هي حكات على ناس مثل الحيوانات ما قالتش الشعب الجزايري حكات على التربية وعلى الواقع الحقيقي اللي رانا نعيشو فيه
132,الجزايريين عايشين فلسيويس فرنسا اطاليا كل العالم شلون يعني يريڨو مكبوتين مخلوعين
514,هذهي حبيبي
184,عندها الحق واش قالت مليون بالمية صح
593,تفوه عليك
1181,جات لمبعرة روحي الله اجيبلك السخط ان شاء الله في هاذ لعواشر ياربي
2062,شوفي برك راجلك
1678,بركي مالكذب وليتى ترقعي فيها ما لقيتي عليها وين
1148,صح دلاعة
2373,الله غير عنها الحق وش هدرت كامل صح
1975,انتي احكام دارك علابلك بلي نتي من عصر حجري ربي روحك من بعد اهدار على شباب الجزايري راكي تسوي قشر انتع بضلة روحي الحكمي دارك متزيديش تهداري على مجتمع الجزايري
2311,حاسبة في روحك زينة ونتي الشيطان يهرب منك
2512,والله غير دخلتي روحاك في مشكلة متخرجيش منها الا يوم الدين
743,نتي هيا امريدا
1094,لالا مكانش منها يالكذابة الفيديو راه كامل وهدرتك راهي كاملة ماكان مونتاج ماوالو ونتي سبيتي الشعب الجزايري والله مايسمحلك يالجربوعة
887,لم تشبه الرجال بل شبهت هولاء الذين برروا اغتصاب شيماء كلامها واضح هي تكلمت عن الذين برروا اغتصاب شيماء الفيديو واضح لم تقل رجال او شباب بل قالت الذين يكومونتيو على شيماء ويقولو علابيها اغتصبوها و و والله والله والله غير تتحاسبو يوم القيامة على واش راكم ديرو فتنة بهتان تشهير بها الخ هي على الاقل راح تتحاسب بينها وبين ربي على طريقة لبسها ولي راهم يهدرو عليها ويشهرو بيها ويسبوها كيفاه لوكان هي ماتسامحهمش يوم القيامة ربي ماراحش يسامحهم لان الامر بين العبد والعبد ما تخافوش توقفلكم يوم القيامة وتقوللكم علاش كذبتو عليا انا كنت نهدر مع لي برروا اغتصاب شيماء علاش قلتو حاجة مافياش انا صح غلطت ما لبستش حجاب بصح نيتي كانت ضد الجرايم ونتوما اتهمتوني ظلما ان نيتي هي التبرير لنفسي قولولي كيفاش راح تسلكو روحكم هاداك النهار من عقاب ربي ايدا هي ماسمحتلكمش علابالكم هي كيفاش راح تكون خاتمة تاعها علابالكم نتوما كيفاش راح تكون الخاتمة تاعكم راكم ظامنين نفوسكم ياو العلماء ويدعيو ويقولو اللهم يا مقلب القلوب ثبت قلوبنا على دينك نتوما راكم تقولو انا وانا وانا بنت فاميليا وانا ما نخرجش وانا هاك وانا هاك وراكم عارفين خاتمتكم واش استغفروا ربي حبسوا واش راكم اديرو فالمرا هادي ياو حرام عليكم بالاك هاد الشي لي راكم اديروه تدو منو سييات كبار
186,نتيا مرة نتي
722,قتلتني بضحك نص كلامها صح
1495,همعليش وكيلك ربي برك
1906,قلبها هي لفيه الرحم حنا قلوبنا كحل يخي خريا وش نكرها خماج
1553,انتي ماتتفعلي ماوالوا انتى خراية علي روحك وين راه جمهور نتعاك لي ضال مخلوعة بيه واقلية قنوات دوك تغلقوا كي ماوليتيش تباني هذي حالة جيعان كي يشبع يولي كي حلوف يعرف يخسر برك
1019,مونيا لوكان سقمة هدرتك نهار لول ميصرالكش هاك راجل الجزايري فحل لوكان تشوف بعض رجال ان عينهم ميرفد هاش ولديهم اخلاق ومثقفين الله يبارك فيهم والله يهديك
943,صاي مات عليك الحوت الى مزبلة التاريخ
1712,وات ذا فاك بيتش ماما سلكيني راني خايفة
569,نستعرف بيك هادو ماشي رجال ماشي عباد
2148,الجبهة تاعك تغطي ڨاع سما
2138,شوفي يابنت الناس حنا كنا نحبوك بصح كي خلطتي في ولاد بلادي تبدلت العقلية
1242,بهلولة لما في بلدي اصحاب الرداءة يعطلهم قيمة ويسالهم عن مواضيع ما تنفع المجتمع في حتى شيء
1158,حبهة التحرير اعطيناك عهدا
916,اعوذ بالله من الخبث الخبايث
1585,لي يحكم دينو كي لي حاكم جمرة في يدو
1310,فاقو بيك طز نتي راكي قديمة على حلوة طابع بلاصتك تجفي وتسيقي واش راكي دري تما فات وقتك وناس كلاستك نتي يريقو عليك وعلى جبهتك
394,حاشة المليمين
2294,يا ختي طلعي غي شوشة تاعك ياك وورينا جمال تاعك يلي قضبة تاع قصبر متعرفكش
1802,ارجو من قنات الشروق تنح الشروق كمال حصة السوق النساء
423,والله يا ربيكة
1919,النساء الاوروبيات من يعرو رواحهم هما مشي مسلمين تنجم تمارس الجنس مع اي وحدة في اي مكان عندهم حرية جنسية بصح النساء العربيات المسلمات عندما يتشبهو الاوروبيات معندكمش حرية جنسية وشيء عادي الرجال يريقو
2496,ازبي عندها الف حق وحق وراني امجيني وحدة كرشها لفمها وهوما فتحين عينيهم تمشي مع بابك باين راجال كبير ويخزرو فيك انا مونيا راني معاك 10 10
1234,طب طب ياو لوكان تغطسي روحك في العسل ما تفوتي ولينا في المونتاج وجه الشر
1998,مكيش مربيا تزوخي بدراهمك
480,ومكرو ومكر الله والله خير الماكرين
2225,واش تحلبتي
862,نتي بطريقتك هذي راك رادتها ماقالت حتى شيء هيا مادخلتش ايمال اذا حبتي تعبري على رايك من الاحسن تعرفي تخطار الانسان المحترم ولا المحترمه هاك ودوري على روحك في اليوتيوب حتا حد ماشدك لكن ماتبريش لهذي الكاينة بانها معمتش وشفتي كيفاش تتكلم بشمازاز تبروفوكي في الناس وتقولي ماقلتش وماعمتش وسلام
2428,هي مش جزايرية ومستحيل تكون جزيرية مرانش نبكو عليها روح تحوس هي وحدة متسواش شوف درت شوية مكياج طلع شان على بفكان هدوك راجل لي تحكي عليهم من خوك وبوك وجدك وجد جدك راك سبتي كع تزاير هم خط احمر تحمل المسولة روح توبي ولي وشفي واش درتي
1653,انا مصنفتهاش متهدرش باسمي
755,الموت تعطي راحة نسيتي عذاب ربي في يوم الحساب العذاب الابد
1746,وجه صحيح
1976,كني مرا امبعدا ارواحي تهدري
190,اذهبي غدا هذي درسا في التربية عندها تعالي وتكلمي بطريقة لاءقة
1462,ياو روحي اديني حكايتك او روحي ياخي خراية
2478,منافقين رانا نشوفهم يا الرب العالي ليوم مراة مع راجلها وكبيرة بالعمر مش صغيرة لي قول صاحبها سمعتو يدوموندي فيها راجلها مسمعوش ومخلياتو للعريانة لل متحجبة التطياح الدصارة ليجات يحبسها الرقم الخرجة واتس فاك وزيد الجرايم لي راهي تصرا وليتو دي مالا منتال وشنو تروح تشكي يقولك الله غالب اهو مصورخ اهو اهو من نيتكم وين وصلنا يا الزح خليتو العبادة وليتو تحاسبو في بلاصة ربي استغفر الله طبعا منحكيش على فية قليلة قلية جدا من المجتمع لي مزالها تخاف ربي وكلين فية لشايفة وعافية ملي حكات عليهم راهم طغاو بزااف ولي تقول العكس تجي توقف وتريبونديلي بالحجة ماشي بالخرطي القتل السرقة الاغتصاب الاعتداءبلد الكفار ماهيش تصرا فيه كما هاك ربي يصلح حالكم اجمعين مالغري مش حاجة كبيرة برك الواحد يقعد مع روحو ومينافقش روحي يا روحي انا واش راني ندير اسكو انا بنادم كما هاك ولا لا تما راح تفهموا بوكو شوز مي شعب الله غالب ملي يزيد وهو يجري طبع طبع معندوش لوقت حتى باه يكاكي روحو
401,طفلة ما قالت والو عاودت الفيديو 20مرة هدو لي حسوها في جنابهم وحايد من هادو لي هدرت عليهم يعني ماكان لاه تاكلو طفلة
1343,تقول نخلص انترنات بي دراهم الحرام حتى يخرجوني هاذو مخلوقات والله
996,اياو نضحكو ڨاع الخ
900,ما هذا الاسلوب تاع قيمتك بزاف انا لست ملاك بصح صديقتي اسمها ملاك ه انا لست ملاك ولكن انا ماشي ندير ماكياج ونجي نحكي عالتبرج والسترة كيما راكي ديري انتي الناس مسقمين طايعين صح ربي ومايهدروش عالناس ونتي دايرة تصويرة بالماكياج وتخرجي بلا محرم وجاية تهدري عالتبرج والسترة يا بنتي الداعي عليه ان يكون اهل لدعوته يعني لازم يكون مطبق الشريعة عالشعرة باه يهدر ويهدر ماشي يحاسب الناس يشهر بيهم كيما راكي ديري انتي في مونيا لا بل كي يهدر هو يهدر يدعوا الناس لمكارم الاخلاق وينهاهم عن المنكر بالتي هي احسن فهمتي دكا وللعلم راني قد يماك يالي قيمتيني بزاف جيل اخر زمن
2483,تسبي في اولاد بلادك الرجال علا خاطر ملقتيش شكون المكان
1997,خاوتي روموركيت حاجة منعرف شكون العطاي لي دارلها جام
95,انتي ماشي مسلمة
914,خماج وا
794,ماشي هي لي صنعت روحها حتى تعيب على خلق لله
2357,ربي يهديكي بنتي
2482,للاسف عندها الحق
307,عندي دواء تع طوبات رهج ولا جي ديرلي عليه
164,عندها الحق شعب جايح
2027,عندها صح واه مقالت والو قالت الواقع
1702,تحشرون معها
1627,هذي شكون
1857,ختي مونيا وقيلا جبهتك خاجا ارجو والحكم ماصفرش
2252,3 79 10 79 3 7
235,ديري خيمار اومبعدا ارواحي تهدري
764,ان لله وان اليه راجعون نروحوا ونولوا اجلها الموت واحد والاسباب عدة وربي قالي لاتلقوا بانفسكم الى التهلكة الله يرحمها ويغفرلها ويصبر اهلها
2250,قادري روحك يالالا
2340,ربي يهديك ويصلحلك بالك روحي عند طب نفسي مختالا عقليا
1395,روحي استري روحك من بعد علقي اسم الله على عنقك فاجرات يلعبوها بنات فاميليا يا خي بلاد
1751,حكام العسكر الخبيث
1436,نحي اعلينا لخمج
1490,جبهتك نقدرو نخدمو فيها اطوروت شرق غرب
1630,عندها لحق ستوري غير حطتها شتها قالت في بلاصة دارو ودارو وقالت مكبوتين مقالتش كامل شعب جزايري وصتوري طويلة فيها شحال من دقيقة
2517,انا شاهدت بعيني نساء باللباس الشرعي يتحرشو بيهم البرا اذا تي كنتي ١ من العباد لي عاشوا في بلاصة مفيهاش الهمج هاذو متعمميش على اساس انو المشكل في لباس المراة خي حالة خي
58,شعب الجزاير تاع كلمة وهاذوا لي حاموا على بلادك فم كبير
1693,كاشما داتلك
150,اولاحنى حقرنا شيماء ولا هضرنا فيها ديجا حنايا منهدروج فبنت بلادنا الله يرحمها كنت نت ممثلة تاعي لي نبغها بصح وصلتنا انا عمري 11 وغاضتني منقدش نوصل ولاد بلادنا سبوع كيفاش قديتي تهضري فولاد بلادك
32,مافهمتش كيفاه اهانت الجزايرين ربي يهديكم اي عندها حق ملخر
73,كون جيتي مرا ماتهدري هدي الهدرة على بلادك
1378,قولك حاجة ديري على راجل او ديري معاه الدار ولو كان يخدم الخضر ننصحك تصبيه في عقايبك نقولك حاجة بهدلتي روحك بزاف ڨاع فقولك ولا دبري على واحد يبيع الحوت هذا يقلشك سلام
2297,انعدين باباك
2077,انت جابي لي ربي مريضة مريضة ياسر اك في حالة والله مين خرجت انت واحد ما يعرفك كيفاه حاملة روحك
395,يعطيك الصحة بردتيلي قلبي يا لفحلة
2212,مونيا والبنات الجزاير لي دفعو عليها لايمتلون بنات الجزاير
1761,انتي كي النشوفاك اجيني القي
1737,فان لاتستحي ففعلي ما شياتي
1521,جيمي مندوسا القصف بارع
1949,كل الجزايريين كلنا عدنا قلوب كبيرة وكل العالم يشهد بان الجزايريين في قلوبهم الرحمة الجزايريين كلنا خاوة خاوة والكل يعرف ان قلوبنا كبيرة وصافية
937,مزال عندها وجه تهدر صناع تفاهة الرذيلة تفوو بلاد خماجت بيكم يعبدو دورو وجهم صحيح ميهمش مهم يبقاو في التلفاز قنوات العار دعمهم
616,تعرفي الكفاار المسلمين روحي ستري روحك بحجاب بركاكي ما تدخلي فالناس احكمي داركم
2369,عندها صح شعبنا يعاني من مشكله اخلاقيه كبيره
558,ايا روحوا تلعبوا على روحكم ذاقتلكم كي عندها لحق متسمعيلهمش منيا عندك لحق ولي راهم يعايروا فيك هوما لي كلاب وميسواوش
412,بصحا بصيفتك واش انتي مافهمتيش راكي هادرتي فييهم كامل انتي بصحا مافهمتيش انتي تعرفي لحجاب حاجا شرعي انتي تعرفيها الله يبارك بصحا راكي متبرج مراء
681,عندها لحق كلامها صواب صح ولينى عدوانين ربي يهدينا
1605,سترة قولها لروحك حنا الحمد لله ساترين ولي معجبتوش الهدرة راه هو لي يديرها
1625,سبتي الخميرة والجيلباب والشعب ودرك راكي ترقعي مي معليش نتاحسبوا عند ربي مشي فالكمونتار
1334,الطيور على اشكالها تقع
1614,تفوه رخيسة
966,تفوه
691,ايه ولله عندك الحق
264,ماتحشميش نتيا ماتحشميش الجزاير بلادك تهينيها والله ماتحشمي اغلقي فمك هذا شوفي روحك باه تهدري عن الناس شدي فمك
128,راهم قاصفوك تراب كينغ وجليل با ليرموا
589,لهدرة لي قلتيها كاملا صحيحة ونوافقك الراي مهدرتيش هدرا خاطيا ونتي تكلمتي على الفية السيية لي غلبت مجتمعنا معممتيش مي قلتي الصح والله انا متزوجة ومرات نكون نمشي مع ولادي يبقاو يشوفو فيا يكحلو عيناني يخي انا متحجبة ومنديرش مكياج ولا اي حاحة باه نلفت الانضار صح مجتمعنا خسر بزاف كثرو ولاد لحرام وكثر الشر ونتوما لي راكم هادين عليها وتكلاشو فيها روحو كلاشو الناس لي صح راها تغلط وتجهر بالغلط لمخلوقا معندها ماقالت نتوما ربي يهديكم
1286,وجهك صحيح ومازالك تبري في روحك
1290,تبقاي مرخس وجامي نشوف فيك مرا
902,نعم الساكت عن الحق شيطان اخرس الان قلتي كلمة مليحة لهذا انا اتكلم الان مانحبش الظلم والله حرام تظلموا الطفلة حرام حافز ربي راح تتحاسبو عند ربي
1249,الله لاتربحك نشالله
1768,اسم ممثل منعرف شكون عطاهولهم الناس يدير السياح لبلادهم نت تشتم ولاد بلادي
1545,وجهك صحيح مي القنوات العار كي لعادة
442,بردتلي قلبي فحلة ونتوما بلعو فوامكم يا مكبوتين
283,اني هنا
1168,ستسىيلين غدا امام الله وقولي بلي دارولك مونطاج فالفيديو
539,انتي هدرتي كلمة الحق او زعزعتي قلوب المكبوتين
2188,هدرت الصح ومكدبتش انا محجبة ولبستي مستورة وكلش حمد الله ياربي ومسلمتش من ديناصورات لي حيطيست لي قاعدين فطرق يتفرجو في خلق ربي ويخرجو فالكلام على الناس هدوك موش رجال حاشة الكباش الكبش عالاقل حيوان يستفاد منو العبد مين هدوك الفية تع الحيوانات اقسم بالله كون يقولولي اتمناي حاجة نتمنى نقطعهم ونحرقهم ونرميهم للكلاب لعنة الله عليهم هدا مكان عقدوا الطفلة في حياتها عندي فاميلتي طفلة صغيرة سبع سنين والله العظيم كانت تروح تقرا تجي تبكي وحدها وتخاف تهدر علاه حتى جا نهار قلت والله منطلقها حتى نفهم مسكينة جارهم متزوج وعندو ولادو قدها يضل يتبع فيها بالطوموبيل ويهدرلها هدرات خماج كيفو تجي تجري تبكي هبلت ياعباد ربي علاش لي مكبوت يتزوج يلعنتلاعلييه ماخليتو صغيرة لا كبيرة لا عجوزة ياربي عجوزة اغتصبتوها معزة ياربي العزيز وغتاصبوتها تخمامكم غير الجنس اترباو على وجه ربي اترباو مش كلش تلصقوه فالطفلة هي السبة حيوان معزة تاني اتيراتكم كانت مش مستورة ياك منيش ندافع على لبنات لي يعرو رواحهم ويخرجو مي بزااف مش كلش لمرة لمرة لمرة قتلكم انا محجبة نلبس مستور الله مامنعت ختي متجلببة منعتش من لكلاب لي يطاشو فالطريق يخزرو مع نساوين انقرضوا ربي يديكم نشالله
1229,عندهم الصح ليقالو الي حتشو ماتو وجها صحيح
42,هذ كلام كلامك ولا جبتيه مترمك
2165,بالنسبة ليا كلامك صواب لكن مجمعيش باش ميزعفوش عليك ولاد بلادك كاين ولاد فاملية وربي اامر بسترة
658,صح عندها الحق في كلمات صح ولينا
515,لكانها تقصد علينا ڨاع وكيلها ربي هدا واش نقول
1839,اللهم صل وسلم وبارك على سيدنا محمد
2226,استري روحك يا جايحة
2004,ان كنت من قوم فحلب من اناياهم
2268,هي خسرت فكلامها صح لكن اشير الى امر اشارت اليه هو حقيقة ذرك مولات جلباب تفوت على رجال والله ميطلقوها مزوجات ومطلقوهمش هذي صح مكذبش فيها بالنسبة امور اخرى ربي يهديها
934,عندك الزهر راكي في بلاد الحلابين او خلاص
1555,باينة كانت تهدر علا فية معينة من الشباب تعدر علا المرضى نفسيا حنا بروحنا نخافو علا دراري صغار يكونو قدامهم هنا تعرق بالي كاين بزاف التلاعب يالعقول فالانترنات بصح هيا في تصرفاتها هييتها ولباسها مارهيش مودال الي نتبعوه ولا نساندوه ربي يهدينا كامل
2132,الكلام اللي قالاتو ماشي غالط كاين صح هذي الفية من الشباب غلطت برك كي عممت ما وضحتش باللي تقصد فية من الشباب الجزايري
655,لبلاد تناكت صياي صافي حنا رجعتينا كلاب نريقو على روحنا ملكي الخنزا كديرا انتي بينا كيما الشابة صباح وخوتتها عطيها دورة الخنز
72,قالت بالنسبة للمغتصب لايوجد عنده فرق
624,باينة كانت جيعانة وشبعت
2418,روحي ادخلي على وجهك بالكاسة والصابون تع الطرف ولمي شعرك للور ورواحي احكي وبردي قلبك
2209,تسمعي ددين كلاش
1933,9 3 9
2411,والله ضحكتني
122,هيه راهي عندها حق
2100,يسما دوكا واش فهمت منهاد الهدرة الخايبة راكي حابة تغيري سنة الحياة
2542,جبهتك دايرا كي العقبا لي عيت الشاب خالد
2008,اظن انها تريد اعادة الهيبه المزيفه طبعا للتبرج والماكياج في الشوارع اللذان فقدا تفاعل الرجال ربما لان الظاهره اصبحت معتاده او لان الرجل الجزايري الحر اصبح يشميز من هذه المناظر الدخيله على مجتمعنا وديننا
1684,اولاش السماح اولاش
1721,حاطة كيلو ماكياج في وجها الحقيهم قبل امبعد اهدري ربي يهديك وخلاص
461,ربي كي قاللكم اتسترو ماراهوش يلعب معاكم يا السوسيالا
1267,روحي ت
1628,كي لحق رمضان تفكرتي بلي سبيتي الشعب وحبيتي ترقعي الحالة باش تريقليها ياوحد الصوصيالة فايحة كيما نتيا تفوتيها علينا امشي بولي وبدلي الكوش ديالك وطلعي ترقدي خامجة
1518,مستوى تحت 0 انت ولي راهم يستاضفوك كي انت كي هوما
2227,نحي الماكياج اخرجي برا ابزقيلي على على وجهي اذا ماقالكش كاش واحد ارا قارو ياخو
435,مسكينة سمالي نتيا ولدي ولاراجلك مخلوع مكبود على شيرات
27,عبري عن شعورك واعطي ردت فعلك ولاكن ماتهبطيش نيفو تخصري متابعين صح متمسنيش بهدرتك منحسش نقص في روحي ولاكن كانت عندك طرق عديد لتفسير وتوضيح بهذه الطريق راكي نقصتي من قيمتك اختي العزيز وفي الاخير كل واحد راح يتحاسب وحدو ديري لبغيتي انا ماتهمنيش ولاكن نتصفح طلعتيلي هدر لقلتيها ماش مليح ناس راها تشوف كاين ليتفرج مايعلقش تربحي منو غير دعوت شر انت وليا ربي يهديك هذا واش نقول وشكرا
1913,منية فيغول رهي بنت الغول
2330,مدايرة صليب في رقبتها شكون شاف
2042,يقول الشاعر احمد شوقي القرد قرد ان حسنته و البدر بدر لا يحتاج تحسينا
938,الله لو كان تغسلي روحك بالذهب الشعب الجزايري راكي بين عينيه مكاش واحد يحبك
1833,كيفاش يشوفك والطنوبيل فيمي الكذب فلوجه
1801,وله ماتحشمي نتي هكدا سبيت قاع الرجال يعني كي تتزوجي الراجل تاعك تاني معاهم او بابك او خوك
1099,روحي
1596,لي يحشم يحشم من عند ربي بصح لي مايحشمش جوز قدامو وحدة لابسه ساشي كحل يتبلاها
666,والله غير عندها لحق ايا بلعوا فامكم طول نهار وانتم قالت مونيا دارت مونيا متحبوش الحقيقة والله العنف ضد لمراة كثر في دزاير
1145,ياو خلاص
510,ديننا دين يسر وستر ربي قال مومنات قانتات قرن في بيوتكن اقراي القران تفهمي
40,كي راكي تهدري على الاسلام نتي تصلاي منضونش
1601,وتشك صحيح ويقابل نتي قنوات رذيلة ان لم تستحي ففعل ماشيت ونا نقلك بوتيت ميساج الجميع لديهم عقول لاكن الاماكن تختلف اوزني قبل ماتصرفي
1445,واش وسمك راكي حاسبتنا جايحين لهاد الدرجه
2108,قلت غير الصح برافو عليها قالت الي ماتقدرش تعترفو فيهم الكبت ربي يعفو عليكم
1647,لا نحتاج امثالكي
674,لا بنتي ماكانش اللي استشفى الناس كلها غاضتها شيماء هادي راهي حابة تحلل المجون نتاعها حنا شعب عربي مسلم والا هاذي ماعمرتلهاش راسها حنا جزايريين وعندنا الحرمة ومجتمعنا محافظ هاذي النوعية توسخ بنات الجزاير لا تمد لهم بصلة مسلمة غير فالاسم والحجاب اعلى من امثالها ربي نزل اية تقول قل لنساءك وبنات المومنين ان يضربوا بخمورهن الى جيوبهن اكدلي على بنات المومنين مونيا لا تنتمي الينا
2345,يا بنات ابداو تساترو رواحكم رانا مسلمين ماشي متبرجات كاسيات عاريات تحاسبو في الرجال هذا شيء حرام عليكم البسي حجابك مستورة ناتورال اعرفي كيفاش اتسيري حتى واحد ماراح يتلع عينيه فيك او الحمدلله عندنا رجال فالجزاير فحولة غاضين ابصارهم ونفتخر بهم هي عيب عليها اجمع الله يهديها
524,مونيا الله يهديك
1851,شوية احترام لرجالنا
209,فيكتوري الله يرحمها جديدة ذي
1504,ياو شعب قاع يكرهك متوريش وجهك
1785,عندها الحق صح
602,تادب سح في هدرتك بعد اهدر علينا
817,يا اخواني واخواتي لا تاثموا وترتكبوا السيات لانفسكم هذه المراة على حسب ما فهمت من نبرة وطريقة كلامها وغضبها هي تتكلم على فية معينة فقط من المجتمع ليس كل المجتمع تتحدث على الفاسدين والفساد صحيح كثر فالبلاد وهذه كلمة الحق لذا لي مايكونش فيه هاذ الصفات مايزعفش منها هي دافعت بطريقتها الخاصة على الاغتصاب والجرايم التي ترتكبها الفتيان التي في قلوبها مرض سامحوني على اختلاف رايي معكم لكنها للاسف الحقيقة المرة في بعض الفية من الناس
2501,انتي ماشي من الجزاير
30,هي جابت وش راه صاري هذا واقع وبزاف افهمو الهدرة قبل ماتقصفوها هي ماشي تقصد قاع الجزايريين تقصد الفية المنحرفة ولي حس انو تهين فيه هو يامكحلها يامن هادوك الفية غاضهم الحال على المتوحشين داهم النييف على هذ الفية لي مخسرة صورة الجزايريين وبالاخص الرجال
2435,علاش زعفتو من هدرتها برغم عندها الحق كاين شيء رجال والله والديهم تحشم بيهم هي ماقالتش قاع الجزايريين علاش كلمة الحق تغيض كامل حسيتوها تهدر عليكم الغلط الوحيد اللي عملاتو انها ماعرفتش تختار اللفظ المليح اللي يوصل هدرتها من غير ماتجرح غيرها سيتو
1484,كذابة وبلعاطة
1206,اخمج انسانة جيبو غير لمرخس للقنوات
2307,يا حبيبتي قولى الا من رحم ربي وانتي روحي استري روحك من بعد واحد ما يشوف فيك بصح نقلك في جنسية الا من رحم ربي والجزايري خط احمر ليك والى كيفك انتي وغيرك
1977,عندها الصح مليار بالمية
1632,مالا رجال دراكم مقصودين
1874,واش دخلك في القصاص والحجاب اسطرو رواحتكم ميشفوش فيكم الرجال
561,انت اصلا ما شي فاهمة واش معناتها الموت تعطي راحة الموت تعطي راحة للواحد قبل ما يموت ماشي حتى يموت كي يموت كل واحد يتحاسب على اعمالو ماشي يستراح
1060,هدرت الصح وماكذبتيش رانا عايشين الواقع المرير لي يظالو ينابحو وراء المراه
1257,واش تكذبي واش تكذبي شكون يندب عليك ويدير مونتاج لهاملة كيفك واش رايحين يستفادو مثلا
440,لموت تعطي راحا كيما تعطي تي
989,وجهك صحيح وميعرقش سلفيهولي نقابل بيه بصح اللوم مش عليك اللوم على اللي عطاوك قيمة باه زدتي بنتي في التيلي انتي والكلبات اللي كيفك
648,راهي تقول فالحقيقة هاذ التهجم دليل على انكم تخافون من كلمة الحق راكم تشوفو غير فالمكياج تاعها لبستها المكياج تاعها بينها وبين روحها حتى يماك ختك مرتك بنتك يديروه اما لباسها فكذلك المثال بينها بين مولاها حتى ختك مرتك بنتك تقول مدايرين حجاب انا نقولك لالا الحجاب هادا ماهوش حجاب راهم يغطيو في شعورهم فرات اما موضوع الريوق فهاذا صحيح ربما تكون بالغت شوي بصح الطفلة لي تفوت مام مستورة اكبير اصغير كامل يتفرجو فيها الا من رحم ربي راهي تقول فالصح 100 وانا نحييها على الشجاعة هاذي تاعها لانها قالت كلمة حق
957,الكذب ديركت
389,اوك اختي
544,بردتلي قلبي
1782,نقولوك حاجة اسم ممثلة منعرف شكون عطهولك ناس يديرو السياحة لبلادهم وانت اتشتمي ولاد بلدك
255,انت اخر واحد اللي يهدر على الرجل الجزايري
1466,مزلك تكذبي
1571,مونيا عندك الحق قلتي الصح الاغلبية مكبوتين
391,هذي المهرجة هذا وين عرفتها مثلت في مسلسل رخيص مر باحدى قنوات العار لي ماعندهاش اعلام هادف
2254,شباب الجزاير يحبو بنت طيحلهم ويحبو رخس وبلعكس يزيدو يحلبوها ويشجعوها لانو عندنا الانثى في جزاير كما لمعيشة ويخسرك نورمال على خانزة كما هدي وراهي دور مزال الجزاير معندكم مديرولها لانو موصلتش الحكومة راهي تهدر على شبيبة برك وشبيبة مكانش بلا عقول راهم حاشا رجال لي بقاو فية قليلة
458,خرية
2022,الله يقلبك على راسك فل حدورا
278,عجبتني انا هدرة صح تبالي ماقالتيش عيب مافهمتيش وعلاش تسبوفيها
2430,نشوف فل الخرى ومنشوفش فى وجهك
683,ماتقيس حتى واحد باه مايقيسوكش هادي هي كماتدين تدان ربي يهدي
768,علاه قالت حاجة عيب باه تعايرها مالكم دايرين هاكا علاه ما تروحش للناس الي عايرو شيماء وقالو الي ما ينقالش وتسترجل عليهم ولا الرجلة غي على النساء ومادامك تعاير في مراة بخوها وباباها تسما حتى نتا من اشباه الرجال
1778,فاش راهي غالطة
33,اولا مفهمتش هذاك لي معلق في رقبتك صليب ولا تخييلي ثانيا الله يرحم كل موتى المسلمين ثالثا ربي يهديك يالالا لي يشوفك وش تقولي يفهم بلي تحاولي تخرجينا من اصولنا وترجعينا فرنسيس يشوفو وحدة عريانة وما يشتغلوش بيها نفهمك بلي هاذوك رجالهم كل يوم يبات مع وحدة على ذيك كي تكون وحدة مكشوفة ما يخزرش فيها
1479,الشعر
1141,الجزاير هيا عيبارة عن فيلم حزن المخرج معاق دهنين الكاتب خاين القصة الممتلين هم من يقولون ان الفيلم كان رايع الا اللقاء يا وطني
31,ربي سبحانو ايقولك السترا ربي يسترنا
1056,راكم صامطين جماعة 16
1108,الخرية هادي راح تفر
968,وجهك صحيح يا متعجرفة
2314,المشكلة لي عندنا في الجزاير بلي ناس كيما هادي حاسبة روحها فاهمة والله غير تشف مقابرة كاينة حتي في اروبا وفي كامل المجتمعات ولاكن بحترام ومن غير قلة ادب
